CustomerID,total_transactions,total_quantity,total_revenue,avg_order_value,first_purchase_date,last_purchase_date,recency_days
12493,2,207,433.74,19.715454545454545,2011-05-26 14:53:00,2011-06-27 10:17:00,165
12494,7,707,1246.1000000000001,16.183116883116885,2010-12-09 11:31:00,2011-11-24 09:34:00,15
12497,1,1236,1043.1,74.50714285714285,2011-09-19 12:29:00,2011-09-19 12:29:00,81
12498,3,159,403.70000000000005,17.55217391304348,2011-10-13 09:30:00,2011-11-18 12:53:00,20
12500,11,2678,4257.82,69.80032786885245,2011-01-10 09:48:00,2011-11-16 16:20:00,22
12501,1,1783,2169.39,14.559664429530201,2011-01-07 12:28:00,2011-01-07 12:28:00,336
12502,5,820,3723.87,25.332448979591835,2011-02-03 10:41:00,2011-09-05 11:52:00,95
12504,2,90,482.04999999999995,53.5611111111111,2011-11-09 14:56:00,2011-11-21 16:02:00,17
12506,1,23,73.5,3.1956521739130435,2011-04-21 08:54:00,2011-04-21 08:54:00,232
12507,3,894,1304.81,62.13380952380952,2011-02-14 09:24:00,2011-07-28 17:09:00,133
12508,2,271,397.88,5.851176470588236,2011-11-10 16:27:00,2011-11-13 15:37:00,25
12509,1,55,176.5,25.214285714285715,2011-02-28 14:45:00,2011-02-28 14:45:00,283
12510,2,353,982.5699999999999,29.774848484848484,2011-01-18 14:04:00,2011-07-20 10:15:00,142
12512,2,96,132.18,4.263870967741935,2011-10-04 14:53:00,2011-10-04 14:55:00,65
12513,1,462,612.29,17.494,2011-08-19 10:51:00,2011-08-19 10:51:00,112
12514,1,440,1017.68,19.954509803921567,2011-03-17 16:38:00,2011-03-17 16:38:00,266
12515,1,131,383.7,23.98125,2010-12-21 15:43:00,2010-12-21 15:43:00,352
12516,2,875,1312.06,50.46384615384615,2011-06-12 11:37:00,2011-09-23 09:13:00,77
12517,5,1361,2481.6,8.894623655913978,2011-06-02 15:13:00,2011-11-11 14:04:00,27
12518,5,1318,2056.89,16.58782258064516,2011-08-21 13:18:00,2011-12-09 10:13:00,0
12519,1,175,330.84,19.461176470588235,2011-10-07 09:26:00,2011-10-07 09:26:00,63
12520,5,1439,2634.26,17.330657894736845,2011-03-11 11:35:00,2011-09-21 15:23:00,78
12521,1,309,599.68,15.781052631578946,2011-07-20 10:51:00,2011-07-20 10:51:00,142
12522,2,194,192.72,16.06,2011-10-19 14:41:00,2011-10-31 15:30:00,38
12523,11,865,1789.77,16.884622641509434,2011-01-12 09:43:00,2011-11-20 12:55:00,18
12524,8,3699,4485.72,31.150833333333335,2011-01-10 10:35:00,2011-11-30 15:31:00,8
12526,3,632,1316.66,18.54450704225352,2011-09-06 14:19:00,2011-12-09 12:09:00,0
12527,3,234,348.71000000000004,19.37277777777778,2011-01-18 12:05:00,2011-09-19 11:55:00,81
12528,6,756,1933.48,21.01608695652174,2011-01-31 09:05:00,2011-11-30 14:40:00,8
12530,4,913,1662.28,25.186060606060607,2011-01-07 10:04:00,2011-10-11 12:34:00,59
12531,1,45,125.22,7.365882352941177,2011-11-25 11:12:00,2011-11-25 11:12:00,14
12532,1,153,349.83000000000004,21.864375000000003,2011-11-09 13:47:00,2011-11-09 13:47:00,29
12534,1,651,1089.18,17.28857142857143,2011-08-01 10:26:00,2011-08-01 10:26:00,130
12535,2,219,716.35,21.069117647058825,2011-06-06 12:47:00,2011-09-09 08:48:00,91
12536,3,2803,12601.830000000002,48.282873563218395,2011-10-11 14:52:00,2011-10-27 14:20:00,42
12538,1,191,363.95,17.33095238095238,2011-11-10 17:16:00,2011-11-10 17:16:00,28
12539,4,2067,5568.35,20.396886446886448,2011-01-10 09:11:00,2011-11-17 13:30:00,21
12540,17,6685,13400.24,28.03397489539749,2010-12-13 09:39:00,2011-11-20 11:31:00,19
12541,3,680,981.18,18.868846153846153,2011-03-04 09:32:00,2011-11-10 10:40:00,29
12544,1,136,372.7,19.61578947368421,2011-11-03 16:15:00,2011-11-03 16:15:00,35
12545,2,523,1000.39,20.0078,2011-03-25 12:04:00,2011-09-25 13:39:00,74
12546,2,633,1161.5,16.833333333333332,2011-09-23 09:44:00,2011-10-24 12:09:00,46
12547,2,134,207.79999999999998,25.974999999999998,2011-03-04 12:46:00,2011-05-26 12:38:00,197
12548,1,49,95.19999999999999,19.04,2011-06-26 15:35:00,2011-06-26 15:35:00,165
12550,1,569,964.83,16.92684210526316,2011-09-21 14:35:00,2011-09-21 14:35:00,78
12551,1,100,168.0,16.8,2010-12-17 11:23:00,2010-12-17 11:23:00,357
12552,2,88,437.82,21.891,2011-10-31 12:11:00,2011-11-01 10:02:00,38
12553,10,1965,3692.28,19.33130890052356,2011-01-14 10:42:00,2011-12-01 16:38:00,7
12556,2,355,599.56,5.038319327731092,2011-07-11 13:35:00,2011-10-20 13:06:00,49
12557,5,4384,11990.960000000001,363.36242424242425,2010-12-03 12:20:00,2011-11-23 16:59:00,15
12558,1,196,269.96,24.54181818181818,2011-12-02 10:41:00,2011-12-02 10:41:00,7
12559,2,283,561.71,26.74809523809524,2011-01-24 10:12:00,2011-02-02 09:49:00,310
12560,4,1110,2134.01,20.323904761904764,2011-07-19 15:55:00,2011-12-04 13:54:00,4
12561,1,177,238.85,14.928125,2011-02-10 11:39:00,2011-02-10 11:39:00,302
12562,7,1779,3781.7400000000002,22.510357142857146,2011-05-25 12:44:00,2011-12-01 17:20:00,7
12564,1,133,456.9,21.757142857142856,2011-03-23 14:55:00,2011-03-23 14:55:00,260
12565,1,80,145.92,16.21333333333333,2011-02-24 10:34:00,2011-02-24 10:34:00,288
12566,1,265,351.65,18.507894736842104,2011-09-14 14:30:00,2011-09-14 14:30:00,85
12567,10,4305,9401.28,21.079103139013455,2010-12-05 11:57:00,2011-11-17 11:02:00,22
12569,32,1801,4124.69,21.939840425531912,2011-04-01 13:47:00,2011-12-07 16:24:00,1
12571,2,523,519.61,15.28264705882353,2011-08-10 12:35:00,2011-10-31 10:19:00,39
12572,2,452,1020.42,17.006999999999998,2011-10-19 08:20:00,2011-12-01 09:20:00,8
12573,1,84,160.54000000000002,5.733571428571429,2011-04-26 15:52:00,2011-04-26 15:52:00,226
12574,1,61,218.45,19.85909090909091,2011-01-28 09:20:00,2011-01-28 09:20:00,315
12576,5,967,1315.83,14.952613636363635,2011-02-08 11:31:00,2011-11-04 10:11:00,35
12577,3,469,626.6,4.291780821917809,2010-12-15 16:21:00,2011-11-04 13:24:00,34
12578,2,1196,2794.51,24.51324561403509,2011-01-13 15:34:00,2011-11-18 13:30:00,20
12579,1,285,440.42,15.18689655172414,2011-09-22 17:15:00,2011-09-22 17:15:00,77
12580,1,238,415.7,17.320833333333333,2011-04-07 10:24:00,2011-04-07 10:24:00,246
12581,1,161,197.71,13.180666666666667,2011-10-31 08:56:00,2011-10-31 08:56:00,39
12582,2,300,511.36,23.243636363636366,2011-02-24 11:42:00,2011-04-15 08:45:00,238
12583,15,5060,7281.38,29.47927125506073,2010-12-01 08:45:00,2011-12-07 08:07:00,2
12584,9,416,2338.15,24.355729166666666,2011-03-04 15:15:00,2011-12-06 09:35:00,3
12585,2,1279,2040.1,23.44942528735632,2010-12-23 12:58:00,2011-04-19 13:39:00,233
12586,1,79,196.94000000000003,17.903636363636366,2011-11-22 16:24:00,2011-11-22 16:24:00,16
12587,1,51,144.0,36.0,2011-12-02 12:47:00,2011-12-02 12:47:00,7
12588,1,53,214.89999999999998,21.49,2011-10-31 15:01:00,2011-10-31 15:01:00,38
12589,2,306,646.68,18.47657142857143,2011-07-18 12:05:00,2011-11-11 10:19:00,28
12590,2,4283,9864.26,145.06264705882353,2011-05-12 14:46:00,2011-05-12 14:52:00,210
12591,1,228,452.84999999999997,17.41730769230769,2011-01-26 14:35:00,2011-01-26 14:35:00,316
12592,2,290,437.6,24.311111111111114,2011-05-10 13:44:00,2011-09-08 15:04:00,91
12593,3,206,418.09999999999997,19.909523809523808,2011-05-05 09:29:00,2011-08-23 12:43:00,108
12594,10,1777,3338.2200000000003,28.290000000000003,2011-01-21 09:52:00,2011-11-02 12:20:00,37
12596,2,474,618.27,22.898888888888887,2011-04-11 13:22:00,2011-10-19 13:02:00,50
12597,4,2236,3811.22,18.50106796116505,2011-03-16 14:00:00,2011-11-20 13:33:00,18
12598,8,1964,3023.08,22.902121212121212,2011-02-28 11:58:00,2011-11-30 12:18:00,9
12599,7,956,1032.58,16.654516129032256,2011-02-08 13:28:00,2011-11-10 13:34:00,28
12600,10,774,2599.04,40.61,2010-12-03 12:57:00,2011-11-11 10:29:00,28
12601,5,245,577.0600000000001,20.609285714285715,2011-01-11 10:38:00,2011-06-03 10:17:00,189
12602,1,162,153.12,12.76,2011-10-12 11:22:00,2011-10-12 11:22:00,58
12603,1,63,739.1999999999999,369.59999999999997,2011-11-18 10:42:00,2011-11-18 10:42:00,21
12604,2,201,254.18,15.88625,2011-03-23 12:06:00,2011-09-21 14:08:00,78
12607,1,1228,1579.51,15.63871287128713,2011-10-10 16:06:00,2011-10-10 16:06:00,59
12609,3,648,1126.85,18.78083333333333,2011-01-25 15:13:00,2011-09-22 16:34:00,77
12610,5,1049,2099.54,19.80698113207547,2011-08-05 13:52:00,2011-11-17 09:34:00,22
12611,1,846,1193.32,18.35876923076923,2011-10-18 13:12:00,2011-10-18 13:12:00,51
12612,1,262,704.0400000000001,37.054736842105264,2011-09-26 15:35:00,2011-09-26 15:35:00,73
12613,5,1644,3344.38,21.858692810457516,2011-03-22 15:42:00,2011-10-13 14:59:00,56
12614,1,76,315.6,15.780000000000001,2011-03-07 10:22:00,2011-03-07 10:22:00,277
12615,4,1376,2291.19,21.820857142857143,2011-06-24 13:35:00,2011-12-07 15:02:00,1
12616,2,284,713.3,22.290625,2011-02-15 14:17:00,2011-09-05 15:17:00,94
12617,1,210,352.98,8.609268292682927,2011-11-10 14:39:00,2011-11-10 14:39:00,28
12618,1,96,177.31,16.11909090909091,2011-11-18 11:10:00,2011-11-18 11:10:00,21
12619,9,3378,3641.24,40.45822222222222,2011-03-31 13:10:00,2011-11-23 14:52:00,15
12620,3,1181,1339.41,14.558804347826088,2011-05-19 12:10:00,2011-11-25 10:20:00,14
12621,20,7440,13689.67,29.31406852248394,2010-12-09 10:16:00,2011-12-08 11:25:00,1
12622,1,69,180.1,16.37272727272727,2011-04-21 16:39:00,2011-04-21 16:39:00,231
12623,1,191,305.1,16.950000000000003,2011-03-08 13:50:00,2011-03-08 13:50:00,275
12624,2,355,641.13,16.87184210526316,2011-06-15 12:34:00,2011-08-25 15:04:00,105
12625,2,1612,2683.82,31.207209302325584,2011-01-24 13:27:00,2011-05-12 09:54:00,211
12626,9,3453,6620.48,22.51863945578231,2011-01-17 11:01:00,2011-11-16 16:06:00,22
12627,7,2752,4478.53,19.47186956521739,2011-07-22 13:59:00,2011-11-29 12:07:00,10
12628,3,448,786.46,19.181951219512197,2011-10-06 09:28:00,2011-12-05 13:15:00,3
12630,2,548,1270.88,19.8575,2011-10-27 10:41:00,2011-11-30 10:48:00,9
12631,1,236,640.5,20.661290322580644,2011-10-13 13:53:00,2011-10-13 13:53:00,56
12633,4,1162,2163.98,21.425544554455445,2011-02-25 08:44:00,2011-10-12 11:40:00,58
12635,2,1172,1689.18,16.724554455445546,2011-07-08 08:43:00,2011-09-11 11:04:00,89
12637,8,2994,6002.9,15.714397905759162,2011-01-20 10:47:00,2011-10-03 13:46:00,66
12638,1,577,671.69,17.222820512820515,2011-11-06 13:11:00,2011-11-06 13:11:00,32
12639,1,201,486.1,22.095454545454547,2011-04-15 12:48:00,2011-04-15 12:48:00,238
12640,3,311,1174.58,22.16188679245283,2011-09-19 12:01:00,2011-11-16 11:52:00,23
12641,1,72,185.9,18.59,2011-08-16 13:26:00,2011-08-16 13:26:00,114
12642,3,552,1013.26,21.558723404255318,2011-08-24 09:23:00,2011-11-14 15:03:00,24
12643,6,1808,3344.64,139.35999999999999,2011-01-11 11:48:00,2011-08-03 12:56:00,127
12644,1,325,477.91,15.416451612903227,2011-08-02 10:33:00,2011-08-02 10:33:00,129
12645,4,1084,1775.18,24.31753424657534,2011-01-27 13:08:00,2011-11-06 12:38:00,33
12646,2,897,1346.97,29.932666666666666,2011-10-21 12:52:00,2011-12-05 10:14:00,4
12647,12,1431,3722.82,30.76710743801653,2010-12-05 14:02:00,2011-11-17 12:56:00,21
12648,1,160,318.05,15.145238095238096,2011-07-08 11:55:00,2011-07-08 11:55:00,154
12649,3,586,623.51,20.113225806451613,2011-05-11 14:37:00,2011-08-24 14:41:00,106
12650,1,254,314.44,15.722,2011-12-06 16:34:00,2011-12-06 16:34:00,2
12651,1,78,114.0,12.666666666666666,2011-01-09 12:46:00,2011-01-09 12:46:00,334
12652,1,505,919.98,19.16625,2011-01-12 15:00:00,2011-01-12 15:00:00,330
12653,2,919,2209.85,51.391860465116274,2011-02-16 10:53:00,2011-07-14 10:41:00,148
12654,5,264,601.98,15.841578947368422,2011-02-17 13:16:00,2011-11-29 10:10:00,10
12656,5,1723,4051.17,32.152142857142856,2011-04-20 09:20:00,2011-11-22 13:42:00,16
12657,4,1044,1643.18,34.961276595744685,2011-09-22 11:40:00,2011-11-28 15:47:00,10
12658,1,320,686.05,19.056944444444444,2011-11-21 10:22:00,2011-11-21 10:22:00,18
12659,1,105,91.68,18.336000000000002,2011-11-10 11:53:00,2011-11-10 11:53:00,29
12660,1,127,245.1,18.853846153846153,2011-11-28 13:26:00,2011-11-28 13:26:00,10
12662,11,2058,3849.78,16.73817391304348,2010-12-01 13:04:00,2011-12-09 11:59:00,0
12664,9,1203,4881.88,131.94270270270272,2011-01-21 11:42:00,2011-12-01 17:07:00,7
12665,1,37,63.0,21.0,2011-01-19 08:34:00,2011-01-19 08:34:00,324
12667,1,395,620.13,18.791818181818183,2011-10-12 17:00:00,2011-10-12 17:00:00,57
12668,4,1634,3807.15,23.64689440993789,2010-12-19 12:46:00,2011-11-28 10:56:00,11
12669,3,1115,2744.0299999999997,27.168613861386135,2011-03-28 10:15:00,2011-07-12 09:54:00,150
12670,5,1397,2996.05,32.56576086956522,2011-04-21 10:16:00,2011-11-29 15:23:00,9
12672,1,78,225.89999999999998,22.589999999999996,2011-01-14 09:20:00,2011-01-14 09:20:00,329
12673,2,351,610.52,14.536190476190475,2011-01-17 11:46:00,2011-12-04 13:55:00,4
12674,4,1133,1970.6,23.742168674698792,2011-05-16 09:10:00,2011-11-01 12:12:00,38
12676,6,670,1331.39,29.586444444444446,2011-02-01 15:41:00,2011-11-15 12:25:00,24
12678,12,10923,17628.46,106.83915151515151,2010-12-21 11:00:00,2011-10-28 13:04:00,41
12679,4,554,1113.02,23.187916666666666,2011-03-01 12:26:00,2011-10-12 12:30:00,58
12680,4,443,862.81,16.592499999999998,2011-08-18 15:44:00,2011-12-09 12:50:00,0
12681,22,7536,13787.54,21.610564263322885,2010-12-07 10:08:00,2011-11-25 11:33:00,14
12682,31,5555,12279.82,23.434770992366413,2010-12-03 13:59:00,2011-12-06 10:00:00,3
12683,15,4987,8476.57,24.641191860465117,2010-12-09 10:37:00,2011-12-05 16:31:00,3
12684,7,1985,2283.63,21.748857142857144,2011-05-10 12:55:00,2011-12-02 09:53:00,7
12685,6,1523,2863.08,18.236178343949042,2011-09-07 10:28:00,2011-11-11 13:46:00,27
12686,1,107,89.14,12.734285714285715,2010-12-03 09:51:00,2010-12-03 09:51:00,371
12688,1,3028,4873.8099999999995,28.501812865497072,2011-08-18 08:49:00,2011-08-18 08:49:00,113
12689,2,628,1247.61,17.327916666666667,2011-08-04 10:04:00,2011-11-14 08:31:00,25
12690,1,106,389.01,24.313125,2011-05-18 09:09:00,2011-05-18 09:09:00,205
12691,6,394,1035.8,32.36875,2010-12-17 14:46:00,2011-11-11 16:49:00,27
12693,4,255,855.91,21.946410256410257,2011-01-24 12:58:00,2011-08-04 17:51:00,126
12694,2,509,869.67,23.504594594594593,2011-06-09 17:48:00,2011-09-30 13:06:00,69
12695,4,220,582.1,21.55925925925926,2011-05-13 13:15:00,2011-12-02 13:22:00,6
12697,3,508,957.59,23.355853658536585,2011-06-23 15:44:00,2011-11-11 08:47:00,28
12700,4,2967,4939.99,18.432798507462685,2011-05-08 16:10:00,2011-12-02 10:47:00,7
12701,2,678,797.71,15.051132075471699,2011-04-11 13:02:00,2011-09-21 10:47:00,79
12702,1,53,219.0,18.25,2011-11-20 10:36:00,2011-11-20 10:36:00,19
12703,1,164,283.55,13.502380952380953,2011-09-29 17:52:00,2011-09-29 17:52:00,70
